i_idx,j_idx,i_id,j_id,arm_i,arm_j,theta_rad,theta_deg,L_nm,D_nm,P,Psecond,Pmax_over_Psecond
107,235,108,236,0,1,1.9744861954649346,113.12972570698366,19.467868527360388,16.456061653337557,0.10748646152284244,0.0873435559023027,1.2306169632373383
77,200,78,201,0,0,0.9651204268817433,55.297327182188255,32.326003506268655,31.085934624708113,0.10745158319193623,0.0940565166800444,1.1424150817476937
128,279,129,280,1,1,2.3592580731661608,135.1755303745878,14.701366900336543,11.52132868208475,0.10677636456570984,0.10092769192428523,1.0579491369505627
127,271,128,272,0,0,1.8684656600305476,107.05519648487609,21.104254057828147,18.165540292382698,0.10595774609811763,0.07059762801481308,1.5008683588616483
288,485,289,486,0,1,2.4244063611277333,138.90825231728886,14.524467805300885,11.219726486476356,0.1033485093773355,0.09309283093597043,1.1101661463965895
23,447,24,448,0,1,2.3078843903146087,132.23203516915024,16.712990046628178,13.243132675541258,0.09976934197038531,0.0,inf
67,393,68,394,1,0,1.8178356304280365,104.15430947202978,22.993175712575006,19.955507009975793,0.09956656227651339,0.09953633592937823,1.0003036714869293
135,420,136,421,0,0,1.8212506755871862,104.34997714649565,23.03546224682155,19.981237344882086,0.09914049406859494,0.059775074866147596,1.6585590949170212
441,513,442,514,1,0,1.9235209723779736,110.20963352215809,21.793599409780622,18.585822447011445,0.09884211952724144,0.0696769965384286,1.4185760643791174
384,453,385,454,1,0,1.8486538003734516,105.92006054221899,22.943514975155644,19.813194864980602,0.09787488395292843,0.09484773878986265,1.0319158390246128
21,349,22,350,0,0,0.9224713506704352,52.853715115148496,34.79089391814231,33.57038937258472,0.09760679206187252,0.0,inf
64,263,65,264,0,0,1.4289810785647283,81.87458480581124,28.641137163845848,26.26571930842122,0.09615685956660078,0.09595645983853662,1.0020884443673868
96,315,97,316,0,0,2.3432427166916736,134.25791804120215,17.140453669636855,13.479529657639354,0.09548583869719975,0.0,inf
99,188,100,189,0,1,1.2326531572698498,70.6258235150381,31.4060579478665,29.455172581792606,0.09489025461050216,0.07417831181900134,1.279218309012464
367,444,368,445,0,0,1.487663408714153,85.23683465536658,28.220842383856006,25.689529473512465,0.09459808371821288,0.06789651384608464,1.3932686431096937
394,436,395,437,1,1,1.8000996685184605,103.13811370900629,24.38652600850975,21.224799713153914,0.09392061811450686,0.08213479351915169,1.143493689950131
97,141,98,142,1,1,1.5134279275159312,86.71303284389393,28.10634893269583,25.49975059747011,0.09359338328988501,0.0,inf
52,479,53,480,0,1,1.8634737940828057,106.7691836341754,23.684836075444853,20.403616161196666,0.09342782495651969,0.0,inf
342,385,343,386,1,0,2.3923825951197157,137.07342568091494,17.146305950069664,13.340046584364467,0.09251787955787699,0.0,inf
38,69,39,70,0,0,1.8200027838419275,104.2784782162031,24.468716519119493,21.228719287704994,0.09235775665660353,0.08147972636670554,1.133505974737085
355,407,356,408,0,1,2.1847555599960247,125.17727285551292,20.001753591261206,16.254485343142573,0.09154301875612525,0.07695461287456988,1.189571558307146
31,40,32,41,1,0,2.298065267064561,131.66944084840372,18.56885283692089,14.744258121755472,0.09149815882351145,0.0,inf
35,302,36,303,1,0,2.0438661947533756,117.10490684883199,21.816300106092044,18.212426585553253,0.09144837834862682,0.0,inf
136,280,137,281,0,0,2.2748767929769222,130.34083914983356,18.948181782306946,15.11873272180325,0.09111428919821216,0.0,inf
266,392,267,393,1,1,2.4175742106961824,138.5167989325625,17.240365362585003,13.338136940886871,0.09061877916822125,0.0,inf
328,386,329,387,1,0,1.2164003907657206,69.6946085889399,32.56344235354034,30.592671083832506,0.09048631478518136,0.0850215163155789,1.0642754764490259
81,217,82,218,1,0,2.7272275715181467,156.25862961970267,13.389130253509302,9.608875520145963,0.09020562355571263,0.0,inf
30,365,31,366,1,1,1.765530532115282,101.15744809169212,25.671022019206927,22.464418762452198,0.09003806564824036,0.07443139819153484,1.209678547439681
33,143,34,144,0,1,2.0550441799745816,117.74535822546669,22.762699539820915,18.96342844119704,0.08660335394109171,0.0,inf
471,473,472,474,0,0,1.234470090591533,70.72992612602722,33.23347482568711,31.163099520483865,0.08650424342152378,0.0668744526170703,1.293531984730486
126,509,127,510,1,1,2.3952889512622644,137.2399476216449,18.464861718825023,14.35665167253923,0.08645498606146389,0.0,inf
248,374,249,375,1,1,1.7021898722060655,97.5282956073205,27.312429146085734,24.132463601412702,0.08635667408663512,0.0764810046112012,1.129125781305278
24,42,25,43,1,0,1.7566801605520315,100.65035915399525,26.779070167349676,23.466218252449927,0.08566672238893329,0.07307623667206613,1.1722924755056516
214,390,215,391,1,0,2.221614934271423,127.28915943698634,20.86740451941175,16.83315398316929,0.0856321724802807,0.07642083458431577,1.120534379741718
343,476,344,477,0,1,1.5986893302871383,91.59815137804912,28.8916332466652,25.911717820047414,0.08523536067369779,0.07868941171218212,1.0831871635469639
